Loan_ID,Customer_ID,Loan_Amount,Loan_Term_Months,Interest_Rate,Loan_Purpose,Application_Date,Approval_Status,Default_Status,Monthly_Income,Credit_Score,Employment_Length,Marital_Status,Age,Region,Gender
5036,1492,30396,24,12.22,Personal,2023-05-18,Approved,Defaulted,2452.1666666666665,408,15,Married,23,North,Male
5037,1199,5192,60,12.59,Business,2021-05-09,Approved,Paid,3551.8333333333335,448,1,Married,34,West,Male
5038,1362,41413,36,7.69,Personal,2021-07-05,Approved,Paid,5278.5,648,2,Single,15,West,Male
5039,1441,17816,48,16.07,Business,2021-04-11,Approved,Defaulted,12384.916666666666,453,19,Married,24,North,Male
5040,1026,44082,24,6.1,Car,2024-02-04,Approved,Defaulted,3488.25,515,14,Single,26,North,Female
5041,1025,37130,36,9.63,Home,2024-03-21,Approved,Paid,4257.166666666667,457,8,Married,27,East,Female
5042,1394,45142,12,13.84,Car,2021-02-10,Approved,Paid,11638.916666666666,447,6,Married,46,East,Female
5043,1301,41468,24,8.56,Home,2021-05-01,Approved,Defaulted,3434.0833333333335,453,12,Divorced,11,North,Male
5044,1339,35698,48,15.76,Car,2022-02-01,Approved,Defaulted,3434.25,412,15,Single,37,West,Female
5045,1267,15655,36,14.62,Home,2022-02-08,Approved,Paid,9556.5,814,14,Married,23,North,Female
5046,1461,35075,24,15.26,Home,2021-03-27,Approved,Paid,6364.5,606,1,Single,33,Central,Female
5047,1181,14359,48,6.55,Education,2021-03-11,Approved,Paid,8026.0,819,11,Divorced,44,West,Male
5048,1456,41661,24,6.83,Home,2023-10-15,Rejected,,6686.916666666667,526,3,Single,14,East,Male
5049,1360,44579,60,8.72,Home,2022-07-27,Rejected,,6593.333333333333,846,19,Divorced,26,North,Male
5050,1068,47056,24,11.74,Education,2024-02-15,Approved,Defaulted,3612.8333333333335,766,18,Single,36,West,Male
5051,1495,38272,24,14.72,Personal,2021-12-19,Approved,Paid,4383.833333333333,461,2,Single,37,South,Male
5052,1351,47581,24,15.87,Personal,2023-12-02,Approved,Defaulted,9382.666666666666,374,7,Divorced,30,East,Female
5053,1412,19671,12,14.16,Education,2020-03-03,Rejected,,10414.75,477,8,Married,38,North,Female
5054,1459,32048,12,17.07,Business,2022-01-08,Rejected,,5810.333333333333,477,19,Married,41,East,Male
5055,1491,15738,36,14.6,Home,2024-07-30,Approved,Defaulted,11824.583333333334,428,15,Married,27,North,Female
5056,1321,30963,48,8.98,Home,2023-04-27,Rejected,,8071.166666666667,487,10,Single,7,South,Female
5057,1049,48954,48,8.45,Education,2021-02-15,Approved,Paid,6996.166666666667,782,1,Single,38,South,Female
5058,1175,11773,12,14.05,Education,2024-04-25,Approved,Paid,9087.5,839,6,Married,18,West,Female
5059,1052,41584,36,7.51,Business,2020-07-30,Approved,Paid,8671.916666666666,781,13,Single,42,West,Female
5060,1102,34894,12,6.21,Personal,2024-05-31,Approved,Paid,11983.75,391,14,Single,12,East,Female
5061,1216,5717,12,11.92,Car,2021-01-17,Rejected,,12271.5,587,3,Married,37,West,Male
5062,1438,16676,36,15.68,Personal,2024-11-23,Approved,Paid,3152.3333333333335,690,11,Divorced,43,Central,Female
5063,1188,9434,36,6.32,Home,2020-05-04,Approved,Paid,10888.25,522,3,Single,40,Central,Male
5064,1057,42825,12,15.29,Education,2023-08-07,Rejected,,3165.9166666666665,311,19,Single,14,East,Female
5065,1047,34100,12,15.55,Business,2021-05-07,Rejected,,10720.916666666666,680,10,Single,27,South,Female
5066,1159,9994,60,11.27,Personal,2022-11-28,Approved,Paid,12259.583333333334,342,15,Single,15,North,Male
5067,1489,9234,12,5.75,Business,2024-08-07,Approved,Paid,6546.166666666667,823,11,Divorced,36,West,Male
5068,1174,8764,36,7.27,Personal,2023-07-19,Approved,Paid,4435.0,798,15,Married,37,South,Female
5069,1242,48949,36,14.2,Home,2024-09-02,Approved,Paid,2770.3333333333335,582,13,Single,18,South,Male
5070,1282,42405,12,14.25,Car,2021-03-28,Rejected,,8718.583333333334,799,5,Married,11,South,Female
5071,1241,39872,24,16.68,Business,2023-06-27,Rejected,,11042.25,735,4,Single,31,Central,Female
5072,1370,47215,24,12.57,Business,2024-10-16,Approved,Paid,8814.083333333334,481,13,Divorced,27,West,Male
5073,1005,28185,48,6.61,Car,2020-03-17,Approved,Paid,2192.25,640,9,Married,27,West,Male
5074,1084,48442,36,6.58,Business,2022-08-02,Approved,Paid,3339.3333333333335,793,17,Divorced,17,South,Female
5075,1308,46153,36,14.37,Business,2020-08-28,Rejected,,6141.25,319,2,Single,31,South,Female
5076,1361,16999,60,7.39,Personal,2021-05-19,Approved,Paid,8301.583333333334,601,5,Divorced,5,East,Female
5077,1459,41487,48,9.27,Personal,2021-04-04,Approved,Paid,5810.333333333333,477,16,Divorced,41,East,Male
5078,1248,7581,36,11.33,Car,2022-11-09,Approved,Paid,9102.25,577,7,Single,30,South,Male
5079,1054,7763,36,5.32,Home,2021-09-14,Approved,Defaulted,3823.1666666666665,836,1,Single,23,East,Female
5080,1161,32374,36,8.23,Business,2020-03-30,Approved,Paid,10443.166666666666,734,12,Married,44,South,Male
5081,1434,43759,36,10.3,Home,2020-11-15,Approved,Paid,10447.333333333334,643,11,Single,26,East,Female
5082,1422,15531,36,8.64,Car,2023-05-28,Rejected,,3599.9166666666665,793,12,Married,26,North,Female
5083,1411,30307,36,6.77,Car,2023-10-08,Rejected,,2941.0833333333335,460,19,Divorced,35,Central,Male
5084,1226,35835,12,14.46,Personal,2021-04-18,Approved,Paid,9467.25,448,12,Divorced,16,Central,Female
5085,1015,16064,36,15.57,Business,2022-07-25,Approved,Paid,2178.3333333333335,442,12,Married,42,Central,Female
5086,1224,16312,24,8.35,Education,2022-11-25,Approved,Defaulted,3463.8333333333335,532,14,Single,19,North,Female
5087,1061,42548,12,15.07,Car,2024-10-08,Approved,Paid,5108.666666666667,831,2,Single,46,South,Male
5088,1122,41945,12,10.01,Business,2022-06-12,Approved,Paid,12299.083333333334,796,2,Divorced,41,West,Male
5089,1277,11476,36,11.59,Home,2024-06-11,Rejected,,4326.416666666667,530,4,Married,27,South,Male
5090,1046,29565,36,16.13,Personal,2022-05-19,Approved,Paid,10936.083333333334,537,16,Divorced,12,South,Female
5091,1453,7382,24,14.75,Home,2023-09-05,Approved,Paid,11137.25,553,10,Divorced,23,West,Female
5092,1390,27463,36,15.47,Car,2023-12-11,Rejected,,6031.416666666667,818,13,Single,11,East,Male
5093,1294,38402,36,6.78,Car,2023-04-25,Rejected,,8022.833333333333,400,2,Married,41,Central,Female
5094,1062,31345,24,5.91,Home,2020-10-11,Approved,Paid,4615.5,746,3,Divorced,41,West,Male
5095,1086,49764,36,16.61,Car,2023-10-20,Approved,Paid,11369.25,379,19,Single,28,West,Male
5096,1446,31946,48,10.04,Business,2020-01-26,Approved,Paid,5822.0,512,6,Divorced,35,East,Male
5097,1210,19162,48,8.74,Car,2022-08-13,Approved,Defaulted,7742.0,701,19,Divorced,27,Central,Male
5098,1078,13397,36,14.42,Personal,2022-07-23,Approved,Paid,10430.583333333334,382,19,Single,6,West,Female
5099,1202,27335,36,15.87,Business,2021-09-18,Approved,Paid,6509.75,459,8,Single,20,North,Female
5100,1302,19394,12,16.21,Education,2022-06-03,Rejected,,11545.833333333334,768,14,Married,24,East,Male
5101,1397,32197,24,9.11,Car,2022-07-07,Approved,Paid,3493.5833333333335,725,10,Divorced,30,South,Female
5102,1223,27010,12,16.08,Car,2022-12-07,Approved,Paid,8426.0,796,3,Married,31,South,Female
5103,1222,29123,60,5.53,Personal,2020-12-22,Approved,Paid,4645.833333333333,338,6,Single,25,East,Male
5104,1003,27387,12,5.65,Personal,2021-11-06,Approved,Defaulted,11626.333333333334,413,15,Single,39,West,Male
5105,1478,7890,24,13.11,Home,2023-01-26,Rejected,,3757.75,686,18,Divorced,12,South,Female
5106,1006,32769,48,5.82,Home,2022-01-17,Approved,Defaulted,8782.333333333334,748,14,Married,41,North,Female
5107,1093,48626,60,9.22,Home,2022-03-14,Approved,Paid,11385.666666666666,719,19,Married,18,South,Female
5108,1008,13026,48,13.75,Personal,2022-01-23,Approved,Paid,5035.666666666667,706,10,Divorced,20,West,Male
5109,1428,8306,12,9.38,Home,2024-06-11,Approved,Paid,4740.083333333333,356,15,Divorced,41,South,Female
5110,1493,38665,12,7.33,Home,2021-05-04,Approved,Paid,9486.583333333334,832,4,Married,34,Central,Male
5111,1235,14277,24,8.66,Education,2024-01-03,Approved,Paid,2096.5833333333335,644,2,Single,29,South,Female
5112,1108,47239,12,10.95,Home,2023-11-11,Approved,Paid,3694.75,704,3,Single,29,Central,Female
5113,1161,19683,12,11.18,Car,2023-06-12,Approved,Paid,10443.166666666666,734,7,Divorced,44,South,Male
5114,1209,5670,36,15.18,Personal,2023-12-30,Approved,Paid,4454.5,572,16,Married,5,Central,Female
5115,1240,28675,60,14.75,Business,2023-07-31,Rejected,,3436.4166666666665,762,10,Married,34,Central,Female
5116,1331,22889,24,10.94,Education,2024-06-16,Rejected,,10318.833333333334,318,19,Married,44,Central,Male
5117,1333,49535,36,15.99,Personal,2022-06-03,Approved,Defaulted,9886.25,649,17,Single,42,Central,Female
5118,1050,18006,36,6.49,Personal,2021-09-15,Approved,Defaulted,4422.0,324,19,Single,42,South,Female
5119,1011,31531,24,8.32,Car,2023-05-05,Approved,Defaulted,11951.5,610,5,Married,33,South,Male
5120,1351,26639,36,15.76,Home,2022-05-08,Approved,Defaulted,9382.666666666666,374,13,Married,30,East,Female
5121,1156,21633,24,9.91,Car,2020-10-03,Approved,Defaulted,3856.75,499,13,Divorced,33,North,Female
5122,1492,39660,12,17.76,Home,2023-12-18,Rejected,,2452.1666666666665,408,11,Divorced,23,North,Male
5123,1070,8439,48,11.06,Home,2021-03-12,Rejected,,2595.1666666666665,816,11,Married,37,South,Female
5124,1169,37172,12,15.3,Personal,2020-10-01,Approved,Paid,7199.0,527,16,Married,16,East,Male
5125,1272,40622,60,10.23,Home,2022-03-19,Approved,Paid,11797.666666666666,790,15,Single,17,Central,Female
5126,1068,16577,24,10.52,Education,2022-06-25,Rejected,,3612.8333333333335,766,17,Married,36,West,Male
5127,1355,16763,36,9.98,Education,2020-01-15,Rejected,,9391.416666666666,799,18,Divorced,5,South,Female
5128,1252,25176,36,14.35,Education,2023-01-25,Approved,Paid,6755.916666666667,318,19,Single,29,West,Male
5129,1048,49386,12,12.12,Personal,2024-02-26,Approved,Defaulted,8150.416666666667,735,4,Divorced,6,South,Male
5130,1184,29255,12,17.27,Car,2023-11-04,Approved,Paid,9569.416666666666,849,5,Divorced,12,West,Male
5131,1320,46003,36,8.26,Business,2024-05-17,Approved,Paid,4039.8333333333335,458,7,Single,43,Central,Female
5132,1187,24996,48,6.31,Home,2023-03-12,Approved,Defaulted,8854.416666666666,636,2,Divorced,14,East,Female
5133,1090,40386,48,10.11,Business,2023-07-06,Approved,Paid,3902.1666666666665,658,1,Married,16,East,Female
5134,1446,26062,36,13.02,Car,2020-01-28,Approved,Defaulted,5822.0,512,12,Divorced,35,East,Male
5135,1332,40931,48,16.19,Car,2024-04-15,Approved,Paid,12132.666666666666,731,10,Single,14,East,Male
5136,1139,40710,36,9.5,Personal,2023-06-10,Approved,Paid,12113.0,428,8,Single,40,Central,Male
5137,1357,39693,48,13.5,Education,2023-07-02,Approved,Paid,10783.083333333334,349,1,Single,38,Central,Female
5138,1089,40740,36,9.55,Education,2020-08-29,Rejected,,6161.083333333333,400,12,Divorced,38,Central,Female
5139,1274,16705,36,13.02,Car,2023-03-12,Rejected,,6330.083333333333,309,2,Married,44,North,Female
5140,1019,48408,48,16.5,Personal,2021-10-03,Approved,Paid,2385.8333333333335,543,10,Single,29,Central,Female
5141,1471,33047,24,8.01,Personal,2021-02-13,Approved,Paid,4528.0,537,17,Married,41,West,Male
5142,1311,15966,48,10.26,Home,2024-11-05,Rejected,,11162.0,815,3,Single,24,Central,Female
5143,1358,22374,36,17.91,Education,2023-04-01,Approved,Paid,12342.166666666666,553,7,Married,8,West,Female
5144,1374,16138,24,16.29,Car,2023-01-18,Approved,Paid,6449.083333333333,847,12,Married,8,Central,Female
5145,1466,20935,12,12.34,Business,2022-02-08,Approved,Defaulted,8835.75,775,8,Married,44,South,Male
5146,1154,5489,24,11.72,Education,2023-09-27,Approved,Defaulted,9893.166666666666,400,12,Single,44,West,Male
5147,1390,49516,36,8.7,Home,2020-06-22,Approved,Paid,6031.416666666667,818,3,Divorced,11,East,Male
5148,1260,27260,48,11.72,Personal,2022-03-26,Rejected,,8205.25,528,17,Divorced,23,Central,Male
5149,1108,31069,12,16.03,Car,2023-11-26,Approved,Paid,3694.75,704,9,Divorced,29,Central,Female
5150,1371,24275,48,13.91,Education,2020-11-30,Approved,Paid,8868.583333333334,663,10,Married,10,West,Female
5151,1285,41284,48,8.77,Business,2023-06-19,Rejected,,12179.666666666666,311,6,Single,9,East,Female
5152,1059,44178,24,7.62,Home,2024-08-06,Approved,Defaulted,10828.833333333334,391,1,Married,24,North,Male
5153,1125,37821,48,8.45,Home,2020-12-04,Approved,Paid,8570.166666666666,482,12,Single,13,South,Male
5154,1354,21999,60,7.21,Education,2021-05-04,Approved,Paid,7671.25,804,5,Married,36,South,Female
5155,1273,43712,48,6.24,Business,2024-10-16,Approved,Paid,4741.416666666667,772,13,Single,24,Central,Female
5156,1107,45172,48,10.45,Home,2023-12-27,Approved,Paid,11943.75,685,15,Single,43,North,Female
5157,1299,38722,60,6.47,Car,2023-10-09,Approved,Paid,2547.5833333333335,835,11,Single,45,North,Male
5158,1245,15625,36,7.23,Home,2024-04-06,Approved,Defaulted,5925.083333333333,387,8,Married,22,East,Male
5159,1336,6629,24,12.12,Business,2021-04-01,Approved,Paid,8363.083333333334,482,5,Divorced,26,West,Female
5160,1450,15973,48,7.14,Personal,2021-02-20,Approved,Paid,5732.583333333333,325,2,Married,16,North,Female
5161,1418,11859,36,5.83,Personal,2022-02-01,Approved,Paid,7249.75,342,12,Married,18,North,Female
5162,1247,46609,36,9.13,Education,2020-12-25,Approved,Paid,12211.166666666666,760,2,Single,34,South,Male
5163,1008,48307,24,7.86,Business,2024-08-16,Approved,Paid,5035.666666666667,706,16,Single,20,West,Male
5164,1141,41046,48,11.7,Home,2021-10-01,Approved,Paid,5643.916666666667,328,3,Divorced,41,East,Female
5165,1362,26839,12,6.33,Home,2020-05-02,Rejected,,5278.5,648,10,Divorced,15,West,Male
5166,1008,32216,60,14.77,Personal,2023-01-27,Approved,Paid,5035.666666666667,706,19,Single,20,West,Male
5167,1478,23945,24,16.78,Personal,2022-11-19,Approved,Paid,3757.75,686,8,Divorced,12,South,Female
5168,1352,11539,12,14.66,Car,2022-02-16,Approved,Paid,7659.5,436,7,Divorced,25,South,Male
5169,1484,38625,36,11.93,Personal,2023-02-01,Approved,Paid,3830.25,428,1,Single,32,East,Female
5170,1495,9886,12,16.19,Car,2020-01-06,Approved,Paid,4383.833333333333,461,12,Married,37,South,Male
5171,1094,12485,36,14.03,Home,2024-08-05,Rejected,,4209.833333333333,423,5,Divorced,41,East,Female
5172,1321,36455,60,5.14,Car,2023-02-10,Rejected,,8071.166666666667,487,16,Single,7,South,Female
5173,1427,21767,48,10.12,Car,2021-10-22,Approved,Paid,10649.75,411,4,Divorced,36,East,Male
5174,1039,33453,12,16.06,Education,2020-02-24,Approved,Paid,7084.25,836,17,Divorced,33,North,Male
5175,1081,15744,12,9.5,Personal,2020-06-19,Approved,Defaulted,2751.3333333333335,628,2,Single,32,North,Male
5176,1187,42102,48,5.46,Car,2020-01-08,Approved,Paid,8854.416666666666,636,12,Divorced,14,East,Female
5177,1084,17226,60,14.7,Home,2022-12-25,Approved,Defaulted,3339.3333333333335,793,1,Divorced,17,South,Female
5178,1088,32869,36,15.43,Business,2021-01-19,Approved,Paid,5459.166666666667,559,12,Divorced,22,Central,Male
5179,1242,27588,36,7.09,Car,2024-04-29,Rejected,,2770.3333333333335,582,12,Married,18,South,Male
5180,1342,18440,24,11.99,Personal,2022-10-21,Approved,Paid,7342.916666666667,417,12,Married,24,East,Female
5181,1093,36709,48,7.5,Education,2023-05-30,Approved,Paid,11385.666666666666,719,19,Divorced,18,South,Female
5182,1086,27495,36,14.35,Home,2020-03-27,Approved,Paid,11369.25,379,17,Single,28,West,Male
5183,1044,42019,24,8.53,Education,2024-10-29,Approved,Paid,8141.833333333333,409,11,Divorced,42,West,Female
5184,1137,49948,24,9.11,Business,2023-10-25,Approved,Paid,2897.0,692,13,Divorced,19,Central,Male
5185,1421,5922,48,15.98,Car,2022-05-25,Rejected,,11905.083333333334,828,8,Married,40,North,Female
5186,1074,32526,12,11.19,Car,2022-02-21,Approved,Defaulted,10305.666666666666,552,10,Married,10,West,Female
5187,1036,12957,24,13.71,Personal,2021-02-19,Approved,Defaulted,10234.0,765,8,Married,11,North,Male
5188,1101,38998,36,10.23,Car,2021-02-01,Approved,Paid,4341.916666666667,454,8,Divorced,22,East,Male
5189,1476,48395,12,8.87,Home,2024-09-10,Approved,Paid,6412.916666666667,567,9,Divorced,17,Central,Female
5190,1156,29031,12,13.13,Business,2023-11-09,Rejected,,3856.75,499,7,Single,33,North,Female
5191,1426,15006,48,7.01,Education,2021-11-27,Approved,Defaulted,5398.25,321,14,Divorced,22,South,Male
5192,1255,42701,48,9.85,Business,2020-11-04,Approved,Defaulted,9901.166666666666,329,2,Divorced,5,West,Male
5193,1171,30939,48,7.72,Car,2024-07-18,Rejected,,2933.9166666666665,698,11,Married,39,East,Female
5194,1469,25324,48,14.05,Education,2022-10-04,Approved,Paid,4619.25,784,8,Married,25,South,Male
5195,1216,27867,36,17.27,Personal,2020-05-03,Approved,Paid,12271.5,587,13,Married,37,West,Male
5196,1170,5203,48,17.94,Business,2020-04-08,Approved,Paid,11271.0,735,15,Married,12,South,Female
5197,1252,21544,24,10.85,Education,2021-06-16,Rejected,,6755.916666666667,318,3,Married,29,West,Male
5198,1360,20899,36,8.28,Education,2024-06-21,Approved,Defaulted,6593.333333333333,846,14,Single,26,North,Male
5199,1322,34063,60,10.76,Education,2023-01-23,Approved,Defaulted,9935.833333333334,359,15,Single,6,Central,Male
5200,1055,30344,24,16.01,Home,2022-11-25,Approved,Paid,6341.5,378,2,Single,17,Central,Male
5201,1456,8748,24,7.68,Business,2024-04-06,Approved,Paid,6686.916666666667,526,19,Married,14,East,Male
5202,1432,44486,36,17.38,Education,2021-09-13,Approved,Paid,10455.166666666666,734,12,Married,45,East,Female
5203,1091,6093,12,9.44,Business,2022-08-18,Approved,Paid,7752.166666666667,679,4,Married,7,West,Female
5204,1278,20228,12,17.82,Education,2024-02-15,Approved,Paid,3978.0,365,3,Single,38,Central,Female
5205,1101,25884,48,15.9,Personal,2021-05-10,Approved,Defaulted,4341.916666666667,454,5,Married,22,East,Male
5206,1155,30183,60,15.51,Personal,2024-02-08,Approved,Paid,8505.333333333334,307,3,Single,43,South,Male
5207,1377,21034,36,9.13,Personal,2020-01-14,Approved,Paid,4981.083333333333,641,15,Married,10,Central,Female
5208,1349,10710,12,5.11,Car,2023-02-13,Rejected,,3664.25,377,19,Divorced,15,Central,Female
5209,1451,47500,12,9.97,Education,2020-01-06,Approved,Paid,3079.1666666666665,746,2,Single,26,West,Female
5210,1364,24259,48,8.92,Car,2024-07-27,Approved,Paid,8655.0,373,12,Divorced,45,Central,Female
5211,1141,40959,36,5.49,Business,2022-04-19,Approved,Paid,5643.916666666667,328,5,Single,41,East,Female
5212,1173,38457,24,11.57,Car,2022-11-14,Approved,Defaulted,7719.0,690,17,Married,26,Central,Male
5213,1010,25143,36,10.24,Business,2022-03-16,Rejected,,9751.75,765,14,Married,24,Central,Female
5214,1228,7103,24,13.25,Business,2021-08-14,Rejected,,12244.083333333334,601,10,Divorced,43,East,Female
5215,1265,5365,36,13.08,Business,2020-04-30,Rejected,,8713.583333333334,428,3,Married,31,South,Male
5216,1438,49535,48,6.57,Car,2024-01-26,Approved,Paid,3152.3333333333335,690,4,Single,43,Central,Female
5217,1248,21103,36,17.7,Education,2022-02-06,Approved,Paid,9102.25,577,6,Married,30,South,Male
5218,1247,37510,36,7.43,Car,2022-02-28,Approved,Paid,12211.166666666666,760,16,Married,34,South,Male
5219,1155,29476,24,10.79,Education,2022-11-15,Approved,Paid,8505.333333333334,307,7,Single,43,South,Male
5220,1034,17742,48,11.35,Education,2022-08-04,Approved,Paid,6137.583333333333,704,15,Divorced,15,South,Female
5221,1499,17391,36,15.57,Business,2022-06-14,Rejected,,3025.6666666666665,546,11,Divorced,12,West,Male
5222,1129,41940,12,6.29,Car,2023-06-19,Approved,Paid,5164.666666666667,735,1,Married,21,West,Female
5223,1160,33901,36,10.57,Education,2022-06-28,Approved,Paid,2800.4166666666665,684,5,Single,35,West,Female
5224,1089,37001,24,13.17,Personal,2021-05-26,Approved,Defaulted,6161.083333333333,400,13,Divorced,38,Central,Female
5225,1093,20623,48,7.8,Education,2024-08-07,Rejected,,11385.666666666666,719,14,Divorced,18,South,Female
5226,1327,7378,36,13.16,Personal,2021-07-20,Approved,Paid,4566.333333333333,375,9,Married,25,West,Male
5227,1241,26372,60,17.01,Car,2023-06-26,Approved,Defaulted,11042.25,735,17,Single,31,Central,Female
5228,1323,49799,12,17.97,Car,2022-12-08,Rejected,,9226.333333333334,618,15,Divorced,24,West,Female
5229,1468,43437,48,5.42,Car,2020-06-17,Approved,Paid,3787.25,463,7,Married,21,East,Male
5230,1404,40503,36,8.06,Education,2023-02-23,Approved,Paid,11234.916666666666,381,12,Married,11,South,Male
5231,1117,35746,48,9.03,Home,2023-05-28,Approved,Paid,6490.583333333333,512,6,Married,18,West,Male
5232,1094,32923,24,10.19,Education,2022-05-21,Approved,Paid,4209.833333333333,423,16,Married,41,East,Female
5233,1163,14867,36,8.15,Education,2023-03-21,Rejected,,7636.166666666667,782,5,Divorced,13,Central,Female
5234,1099,46258,48,7.65,Business,2023-09-23,Approved,Paid,6409.916666666667,782,9,Single,12,West,Female
5235,1113,38724,24,17.41,Business,2022-10-15,Approved,Defaulted,6345.916666666667,312,14,Married,21,West,Female
5236,1359,14306,24,16.94,Education,2024-09-11,Approved,Paid,2529.5833333333335,725,8,Married,30,South,Male
5237,1091,44391,36,5.61,Personal,2023-04-04,Approved,Defaulted,7752.166666666667,679,14,Divorced,7,West,Female
5238,1346,19908,36,9.4,Business,2021-01-06,Approved,Paid,3917.0833333333335,559,12,Married,40,Central,Male
5239,1206,32081,24,10.27,Education,2021-05-12,Approved,Paid,10507.0,525,10,Married,39,Central,Male
5240,1017,42228,24,8.11,Home,2022-11-23,Approved,Paid,4285.083333333333,615,13,Single,11,South,Female
5241,1274,28386,24,13.18,Personal,2023-12-22,Approved,Paid,6330.083333333333,309,19,Married,44,North,Female
5242,1173,33302,48,13.32,Car,2021-02-25,Rejected,,7719.0,690,15,Divorced,26,Central,Male
5243,1116,24212,36,16.06,Education,2021-10-04,Approved,Defaulted,3078.6666666666665,792,8,Single,6,West,Female
5244,1349,40618,48,14.63,Education,2022-01-05,Approved,Defaulted,3664.25,377,10,Divorced,15,Central,Female
5245,1468,15698,60,12.05,Personal,2024-03-12,Approved,Paid,3787.25,463,3,Single,21,East,Male
5246,1181,9594,36,13.5,Business,2021-12-13,Rejected,,8026.0,819,3,Single,44,West,Male
5247,1091,30525,12,8.56,Business,2024-09-12,Approved,Paid,7752.166666666667,679,5,Married,7,West,Female
5248,1082,19282,12,12.71,Business,2024-12-18,Approved,Defaulted,2282.0,455,16,Married,43,Central,Female
5249,1324,19334,24,11.36,Car,2023-01-14,Approved,Paid,3098.3333333333335,510,17,Married,29,West,Female
5250,1449,34179,60,6.73,Personal,2023-08-14,Approved,Paid,3717.5833333333335,357,6,Divorced,5,Central,Male
